Region	Group	max_MAF	Pvalue	Pvalue_Burden	Pvalue_SKAT	BETA_Burden	SE_Burden	MAC	Number_rare	Number_ultra_rare
gene_57	synonymous	0.001	0.259647551885628	0.259647551885628	0.259647551885628	0.00327359090447071	0.00290411603895289	4996.472366	0	63
gene_57	synonymous	0.05	0.347127441966042	0.805624940627208	0.199609223700473	-0.000196910419706815	0.000800208110955757	12643.472366	59	63
gene_57	synonymous	0.1	0.391981324830758	0.29909123259173	0.229278551236145	-0.000828840750942903	0.000798202407518905	26569.472366	79	63
gene_57	Cauchy	NA	0.326803658458434	0.474246589211958	0.227346535054734	NA	NA	NA	NA	NA
gene_58	synonymous	0.001	0.944248305992707	0.944248305992707	0.944248305992707	-0.000220190004650132	0.00314865974035821	4157.552806	0	65
gene_58	synonymous	0.05	0.148792942582067	0.0834628216080915	0.442885652249103	-0.00147957993620717	0.000854785052270285	13569.552806	75	65
gene_58	synonymous	0.1	0.263918688722821	0.150878326636705	0.480422912728804	-0.00115952570601238	0.000807224086422563	29151.552806	96	65
gene_58	Cauchy	NA	0.73637727983821	0.497414975469759	0.838784414309459	NA	NA	NA	NA	NA
gene_59	synonymous	0.001	0.485835641370727	0.485835641370727	0.485835641370727	0.00207395401620331	0.00297576786757507	4741.283909	0	58
gene_59	synonymous	0.05	0.823431592049358	0.597688506176086	0.95684305650524	-0.000394983983613938	0.000748462053069472	12089.283909	76	58
gene_59	synonymous	0.1	0.811166899538434	0.582345910624157	0.888372038909417	-0.000395336897239989	0.000718844925652215	22863.283909	91	58
gene_59	Cauchy	NA	0.752763103472478	0.556381308697937	0.907397096254878	NA	NA	NA	NA	NA
gene_6	synonymous	0.001	0.179783652330739	0.179783652330739	0.179783652330739	-0.00386436370614417	0.00288079757730701	4915.363202	0	65
gene_6	synonymous	0.05	0.737653773354255	0.538513250972034	0.505624539680599	-0.000493775671729322	0.000802805299720355	11800.363202	72	65
gene_6	synonymous	0.1	0.629019508365487	0.994335669855275	0.405135569801653	-8.26452045469875e-07	0.000116414081016807	20090.363202	85	65
gene_6	Cauchy	NA	0.476303837497907	0.982570398790905	0.322756035241666	NA	NA	NA	NA	NA
gene_60	synonymous	0.001	0.166797271224028	0.166797271224028	0.166797271224028	-0.00433629405315532	0.00313640492006454	4163.956376	0	40
gene_60	synonymous	0.05	0.700944181676197	0.470505873492095	0.968800710789908	0.00045740338808169	0.000633824505626289	16343.956376	98	40
gene_60	synonymous	0.1	0.829315542761729	0.60478169400654	0.963898231556827	0.000316809425263546	0.000612148946662559	21251.956376	105	40
gene_60	Cauchy	NA	0.571285607735544	0.353971398925894	0.945091813429653	NA	NA	NA	NA	NA
gene_61	synonymous	0.001	0.395332835116793	0.395332835116793	0.395332835116793	-0.00261811409560778	0.0030801847360763	4355.638752	0	63
gene_61	synonymous	0.05	0.0535296167279514	0.0316429179952501	0.123765927307816	-0.00159568692986072	0.000742562453821802	12943.638752	79	63
gene_61	synonymous	0.1	0.0787966483989381	0.0524737464568655	0.116466484661733	-0.00141419682430305	0.000729258144043575	31129.638752	106	63
gene_61	Cauchy	NA	0.0911523256939138	0.0576645880793824	0.161611377447912	NA	NA	NA	NA	NA
gene_62	synonymous	0.001	0.575282454154481	0.575282454154481	0.575282454154481	0.00157413424221931	0.00280950501802577	4630.951439	0	58
gene_62	synonymous	0.05	0.662991324324479	0.436243330088444	0.97938482897483	-0.000514636014828384	0.000661016400395364	16986.951439	85	58
gene_62	synonymous	0.1	0.673076299363252	0.44487555523536	0.985961163138739	-0.00047749906344045	0.000625010185515569	28521.951439	101	58
gene_62	Cauchy	NA	0.639643594588845	0.485481020704362	0.975130078072542	NA	NA	NA	NA	NA
gene_63	synonymous	0.001	0.2910790161849	0.2910790161849	0.2910790161849	0.0034217603902587	0.00324104765096304	3974.76354	0	55
gene_63	synonymous	0.05	0.532557709462143	0.327345834087284	0.701417878041748	0.000663774943319073	0.000677685114746149	15815.76354	88	55
gene_63	synonymous	0.1	0.377419117766671	0.217795161491181	0.634709619600304	0.00081009172593244	0.000657322082164545	27472.76354	104	55
gene_63	Cauchy	NA	0.390667948924962	0.272761031895037	0.543601664597166	NA	NA	NA	NA	NA
gene_64	synonymous	0.001	0.78476782096134	0.78476782096134	0.78476782096134	0.000826684447658773	0.00302691642133563	4587.520529	0	56
gene_64	synonymous	0.05	0.87761974534223	0.668227117629729	0.898471009556103	-0.000304974445089539	0.000711588734336908	12683.520529	73	56
gene_64	synonymous	0.1	0.851072360744949	0.631041505277012	0.942300681593864	-0.000313945647542489	0.000653697387936264	28774.520529	97	56
gene_64	Cauchy	NA	0.845715842163198	0.705975524540066	0.904806481049812	NA	NA	NA	NA	NA
gene_65	synonymous	0.001	0.147167980379873	0.147167980379873	0.147167980379873	0.00443105806948249	0.00305672936825578	4492.496713	0	59
gene_65	synonymous	0.05	0.032655749265839	0.0183375883702249	0.112560961815642	-0.00174919245532103	0.000741582290489401	14449.496713	81	59
gene_65	synonymous	0.1	0.0237952790659419	0.0131988423606598	0.101967855724796	-0.0017685680443911	0.000713604584897418	22146.496713	92	59
gene_65	Cauchy	NA	0.0379074880393511	0.0219436768161251	0.117843642762479	NA	NA	NA	NA	NA
gene_66	synonymous	0.001	0.893571399699038	0.893571399699038	0.893571399699038	-0.000416991827951234	0.00311684524433219	4315.127535	0	48
gene_66	synonymous	0.05	0.197279783476106	0.668522883721994	0.112756775185658	-0.0003728097305141	0.000870692438709044	15182.127535	89	48
gene_66	synonymous	0.1	0.168614416948144	0.970538201616446	0.0944462824365968	2.73840367651295e-05	0.000741446043430282	30236.127535	110	48
gene_66	Cauchy	NA	0.47556960333643	0.933893208005369	0.244980177287834	NA	NA	NA	NA	NA
gene_67	synonymous	0.001	0.899240535696018	0.899240535696018	0.899240535696018	-0.000373505991591837	0.00294979971725395	4836.25422	0	61
gene_67	synonymous	0.05	0.326094619985401	0.186294794067492	0.752455411841965	-0.000922013746803848	0.000697639186521759	14895.25422	73	61
gene_67	synonymous	0.1	0.1310014546039	0.0688008323938093	0.753880829403471	-0.00119945896814879	0.000659142838000342	29044.25422	91	61
gene_67	Cauchy	NA	0.516297932847595	0.249452894763768	0.830558964597194	NA	NA	NA	NA	NA
gene_68	synonymous	0.001	0.110336089048396	0.110336089048396	0.110336089048396	-0.00422709682839669	0.00264742174361289	3931.363207	0	71
gene_68	synonymous	0.05	0.00759336603526339	0.00465530985773555	0.0479297726173042	-0.00193515568949503	0.00068380905745627	13441.363207	75	71
gene_68	synonymous	0.1	0.00644762880491134	0.00383685694899305	0.0519947799799353	-0.00186082939147106	0.000643602294039159	22879.363207	89	71
gene_68	Cauchy	NA	0.0101508771767378	0.00619618397496469	0.0611378279279806	NA	NA	NA	NA	NA
gene_69	synonymous	0.001	0.842259797594192	0.842259797594192	0.842259797594192	0.000638389722690831	0.00320792782517819	3954.026923	0	52
gene_69	synonymous	0.05	0.826979115537025	1	0.602238324271502	-3.29537906741486e-06	Inf	14287.026923	84	52
gene_69	synonymous	0.1	0.87168351678673	0.977312929409841	0.658311830277915	1.92952567574207e-05	0.000678505961447863	28815.026923	104	52
gene_69	Cauchy	NA	0.849160799569073	1	0.734754499701418	NA	NA	NA	NA	NA
gene_7	synonymous	0.001	0.41937243479986	0.41937243479986	0.41937243479986	0.00254727212115627	0.00315447558972169	4202.905678	0	63
gene_7	synonymous	0.05	0.537145675181988	0.345394160403565	0.355505905428485	0.000719399838819921	0.000762430869649375	13782.905678	73	63
gene_7	synonymous	0.1	0.508398788657876	0.546122363786403	0.312929434022979	0.000444487522737283	0.000736417566036337	22510.905678	86	63
gene_7	Cauchy	NA	0.487778872060687	0.433012884294578	0.359885287547465	NA	NA	NA	NA	NA
gene_70	pLoF	0.05	2.49043904874558e-77	2.49043904874558e-77	2.49043904874558e-77	0.0870134768907427	0.00467471250606754	206	1	0
gene_70	pLoF	0.1	2.49043904874558e-77	2.49043904874558e-77	2.49043904874558e-77	0.0870134768907427	0.00467471250606754	206	1	0
gene_70	synonymous	0.001	0.42183069841601	0.42183069841601	0.42183069841601	-0.00251693558519215	0.00313344290120442	4155.248317	0	61
gene_70	synonymous	0.05	5.60075710731382e-31	0.000349787863553885	8.00108158187689e-32	0.00292525888756228	0.000818178959451614	15722.248317	82	61
gene_70	synonymous	0.1	7.40881201883722e-31	0.000936006835748571	1.05840171697675e-31	0.00251006026612834	0.000758535548472937	23580.248317	93	61
gene_70	Cauchy	NA	6.22609762186395e-77	6.22609762186395e-77	6.22609762186395e-77	NA	NA	NA	NA	NA
gene_71	synonymous	0.001	0.0850402609724808	0.0850402609724808	0.0850402609724808	-0.00472400967947305	0.00274307002513717	4372.101649	0	67
gene_71	synonymous	0.05	0.222592008821925	0.126476385708038	0.500634617453569	-0.00129205314434634	0.000845503938459528	13038.101649	75	67
gene_71	synonymous	0.1	0.26763240394075	0.151845414414238	0.576786638098574	-0.00116584478230338	0.000813544603048512	28278.101649	96	67
gene_71	Cauchy	NA	0.153356815734743	0.114577406472421	0.22987385756718	NA	NA	NA	NA	NA
gene_72	synonymous	0.001	0.562918266118394	0.562918266118394	0.562918266118394	0.00167193997138137	0.00289006792973702	4945.443499	0	63
gene_72	synonymous	0.05	0.691802128342346	0.461365261607063	0.944098102351396	-0.000519643002536772	0.000705460995849823	16331.443499	77	63
gene_72	synonymous	0.1	0.914005286785619	0.724386624029446	0.911292936113842	-0.000243157669447335	0.000689608886653152	30392.443499	96	63
gene_72	Cauchy	NA	0.812806741091148	0.595594572958052	0.900979462505734	NA	NA	NA	NA	NA
gene_73	synonymous	0.001	0.47340624523676	0.47340624523676	0.47340624523676	0.00226472212081887	0.00315883779585705	4201.732613	0	55
gene_73	synonymous	0.05	0.253331645754627	0.811030654048877	0.14052831752068	-0.000169664860729631	0.000709607910294707	15654.732613	81	55
gene_73	synonymous	0.1	0.279979018635762	0.955956217416883	0.156258105303858	3.53693546464165e-05	0.000640415522621546	22047.732613	90	55
gene_73	Cauchy	NA	0.321019459591101	0.892920146047088	0.202170691349748	NA	NA	NA	NA	NA
gene_74	synonymous	0.001	0.682333470906854	0.682333470906854	0.682333470906854	0.00118147918338625	0.00288671899502227	4920.397858	0	67
gene_74	synonymous	0.05	0.915261963443704	0.953360633284739	0.731526242941634	-4.90174498036147e-05	0.000838089856540325	14268.397858	71	67
gene_74	synonymous	0.1	1	0.982110111199194	0.77552327348074	1.90580497853323e-05	0.000849913022812435	24058.397858	85	67
gene_74	Cauchy	NA	1	0.962275980082881	0.733840624627828	NA	NA	NA	NA	NA
gene_75	synonymous	0.001	0.942380077362502	0.942380077362502	0.942380077362502	-0.000216740351496196	0.00299867331005086	4684.01233	0	56
gene_75	synonymous	0.05	0.848295408328164	0.980498883437147	0.633807258420155	-1.86986455471652e-05	0.000764975430943244	15349.01233	79	56
gene_75	synonymous	0.1	0.805023502582706	0.858248568597495	0.580046987113045	0.00012571354942785	0.000703867065523822	25281.01233	92	56
gene_75	Cauchy	NA	0.895680662256034	0.960188642803305	0.855898303265438	NA	NA	NA	NA	NA
gene_76	synonymous	0.001	0.30801115982547	0.30801115982547	0.30801115982547	0.00292161351580742	0.00286600133525178	4982.49988	0	58
gene_76	synonymous	0.05	0.897782818395276	0.953835012405124	0.701840842250444	-4.16882813897462e-05	0.000720109929438156	16069.49988	84	58
gene_76	synonymous	0.1	0.912855706504555	0.9473214618605	0.725178747193828	4.39439354454541e-05	0.000665103774299339	24117.49988	95	58
gene_76	Cauchy	NA	0.849794738018786	0.922916278279916	0.592938638663068	NA	NA	NA	NA	NA
gene_77	synonymous	0.001	0.260291978262502	0.260291978262502	0.260291978262502	0.00354241550308289	0.00314685213551125	4222.766955	0	56
gene_77	synonymous	0.05	0.197456592663691	0.106734015149622	0.791808285154578	0.000984162003343823	0.000610125564500544	14769.766955	90	56
gene_77	synonymous	0.1	0.192635355117699	0.103713752222047	0.810099013277626	0.00100701599442202	0.000618898560733914	24287.766955	103	56
gene_77	Cauchy	NA	0.213431135620815	0.132832819096679	0.675086898620291	NA	NA	NA	NA	NA
gene_78	synonymous	0.001	0.713672466510466	0.713672466510466	0.713672466510466	-0.00105391284425101	0.00287225790587932	4888.527785	0	65
gene_78	synonymous	0.05	0.461570543454536	0.276458200312729	0.822131115698467	0.000761550111833994	0.000699754655943983	11923.527785	76	65
gene_78	synonymous	0.1	0.432883306240528	0.256399775077991	0.838948400320657	0.000779545559031006	0.000686859603471038	21235.527785	89	65
gene_78	Cauchy	NA	0.548323744295257	0.396397291373739	0.80251415991763	NA	NA	NA	NA	NA
gene_79	synonymous	0.001	0.45614495393586	0.45614495393586	0.45614495393586	0.00236337104179143	0.00317141740220073	4154.464742	0	55
gene_79	synonymous	0.05	0.441229374670423	0.756318264740055	0.263086837723621	0.000221803610440001	0.000714759645369299	14770.464742	79	55
gene_79	synonymous	0.1	0.439764226478145	0.60644700722034	0.26190557422635	0.000356750996117363	0.00069251637110046	28471.464742	99	55
gene_79	Cauchy	NA	0.445684198391005	0.625604287436668	0.313753656538102	NA	NA	NA	NA	NA
gene_8	synonymous	0.001	0.396950806111683	0.396950806111683	0.396950806111683	-0.0023961186861922	0.00282868215197589	4701.231462	0	58
gene_8	synonymous	0.05	0.72697681065436	0.831486301245681	0.49515290504387	-0.000143208498613221	0.000672985799510248	17501.231462	91	58
gene_8	synonymous	0.1	0.76305902357579	0.790468292282801	0.530319823204993	-0.000170389891481852	0.000641280580873645	23920.231462	100	58
gene_8	Cauchy	NA	0.657190465129239	0.731296054505993	0.472984221779307	NA	NA	NA	NA	NA
gene_80	synonymous	0.001	0.820259473147117	0.820259473147117	0.820259473147117	0.000640760890212391	0.0028201106440675	4674.557624	0	60
gene_80	synonymous	0.05	0.827233719516319	0.775410926119785	0.607222586399844	0.000213233481970775	0.000747389336815862	14369.557624	80	60
gene_80	synonymous	0.1	0.860368760772444	0.815761885012381	0.648939761537396	-0.000173200895255878	0.000743353450780945	29851.557624	100	60
gene_80	Cauchy	NA	0.837780085382665	0.805499196734577	0.716972218168949	NA	NA	NA	NA	NA
gene_81	synonymous	0.001	0.373568690854552	0.373568690854552	0.373568690854552	-0.00243596671221217	0.0027376301249858	4345.980971	0	73
gene_81	synonymous	0.05	0.595201868331205	0.464204849473922	0.376853673476034	0.000464723774558736	0.000634920102806726	14293.980971	78	73
gene_81	synonymous	0.1	0.535379129129152	0.329413101400253	0.441933420173695	0.000606005797162268	0.000621355317027831	20643.980971	87	73
gene_81	Cauchy	NA	0.500047722741506	0.385677770946282	0.396498991575795	NA	NA	NA	NA	NA
gene_82	synonymous	0.001	0.60769127746085	0.60769127746085	0.60769127746085	-0.00143203470416155	0.00278946904071749	4668.311559	0	61
gene_82	synonymous	0.05	0.524626722988591	0.552663228227933	0.323247120638517	0.000433683544616112	0.000730384770747007	12435.311559	73	61
gene_82	synonymous	0.1	0.587049171415472	0.625595599446976	0.369636466959076	0.000326089720756301	0.000668305109862622	26125.311559	91	61
gene_82	Cauchy	NA	0.573959517378522	0.596191802380746	0.426766969661232	NA	NA	NA	NA	NA
gene_83	pLoF	0.05	0.150685719785985	0.150685719785985	0.150685719785985	-0.00656775621127527	0.00457010235543876	220	1	0
gene_83	pLoF	0.1	0.150685719785985	0.150685719785985	0.150685719785985	-0.00656775621127527	0.00457010235543876	220	1	0
gene_83	synonymous	0.001	0.95378188258437	0.95378188258437	0.95378188258437	-0.000191485293534725	0.00330384865934457	3825.106781	0	45
gene_83	synonymous	0.05	0.673183219248648	0.490717051756324	0.443989097251949	0.00048020375245006	0.00069678684840126	15674.106781	73	45
gene_83	synonymous	0.1	0.615975490279596	0.397617554199275	0.452606084858771	0.00061820626387639	0.000730840621752628	31070.106781	92	45
gene_83	Cauchy	NA	0.711670695978779	0.651222576922594	0.652958594843569	NA	NA	NA	NA	NA
gene_84	synonymous	0.001	0.0144141815212726	0.0144141815212726	0.0144141815212726	-0.00691248956929236	0.00282514608491653	4701.611563	0	66
gene_84	synonymous	0.05	0.713877094691991	0.571815416341376	0.482570449947781	0.000414805928976658	0.000733676513891716	11704.611563	63	66
gene_84	synonymous	0.1	0.574606800579802	0.364543453184449	0.538591951258711	0.000710323341188403	0.00078338010780829	26206.611563	83	66
gene_84	Cauchy	NA	0.0450954944651965	0.0425819969177945	0.0431379088378929	NA	NA	NA	NA	NA
gene_85	synonymous	0.001	0.330389035415451	0.330389035415451	0.330389035415451	-0.0025917880618248	0.00266280352325662	4003.842833	0	67
gene_85	synonymous	0.05	0.854167526266981	0.8944367662486	0.638258900609057	-9.54526812119504e-05	0.000719353811066511	14518.842833	78	67
gene_85	synonymous	0.1	0.728979040850255	0.915823599211751	0.497131413932017	7.30447054033406e-05	0.000691083339813741	21000.842833	87	67
gene_85	Cauchy	NA	0.709134278486076	0.852567598824409	0.485700355889454	NA	NA	NA	NA	NA
gene_86	synonymous	0.001	0.295008203231437	0.295008203231437	0.295008203231437	-0.00308363729954567	0.00294465505942781	4868.04708	0	63
gene_86	synonymous	0.05	0.725563529308045	0.492649253411965	0.804161809206869	0.00049390664899291	0.00071987427269598	12621.04708	76	63
gene_86	synonymous	0.1	0.574695719874794	0.360264542614457	0.833398020794615	0.000649662644269952	0.000710121601060668	21278.04708	88	63
gene_86	Cauchy	NA	0.536490997728951	0.374928734378909	0.714582817911652	NA	NA	NA	NA	NA
gene_87	synonymous	0.001	0.133773552872031	0.133773552872031	0.133773552872031	0.00435063700950577	0.00290161261966315	4975.759603	0	57
gene_87	synonymous	0.05	0.577602788309711	0.653369617221995	0.365010482413707	0.000305415432521156	0.000680082279432091	14498.759603	73	57
gene_87	synonymous	0.1	0.66132690983208	0.462177011216674	0.434455142453722	0.000478757204445412	0.000651133971160329	25529.759603	88	57
gene_87	Cauchy	NA	0.358088240318588	0.32532766100307	0.255501206460696	NA	NA	NA	NA	NA
gene_88	synonymous	0.001	0.383232616330667	0.383232616330667	0.383232616330667	-0.00256152774622329	0.00293768149975756	4851.599234	0	50
gene_88	synonymous	0.05	0.912793876868907	0.720864519895861	0.880080786747788	-0.000235601644122831	0.000659387788480794	16896.599234	85	50
gene_88	synonymous	0.1	1	0.806583458624466	0.899369385243033	-0.000152258362642936	0.000621879115779784	27716.599234	100	50
gene_88	Cauchy	NA	1	0.678618139339678	0.833446495006975	NA	NA	NA	NA	NA
gene_89	synonymous	0.001	0.810773238633476	0.810773238633476	0.810773238633476	-0.00064315133954265	0.00268619238498643	4092.849591	0	64
gene_89	synonymous	0.05	0.759325912586162	0.534198317789698	0.689942860081268	0.000488984638053862	0.000786642117770639	14982.849591	84	64
gene_89	synonymous	0.1	0.703254800609354	0.478350733265362	0.720765090841738	0.000537343307330647	0.000757934239293604	19207.849591	90	64
gene_89	Cauchy	NA	0.764271543160956	0.649184360464144	0.749459936962397	NA	NA	NA	NA	NA
gene_9	synonymous	0.001	0.269371680411386	0.269371680411386	0.269371680411386	0.00291424625994403	0.00263849535917361	3865.64731	0	66
gene_9	synonymous	0.05	0.836197018618801	0.615677390731672	0.632653296662959	0.000381935397658971	0.000760848751153888	15704.64731	73	66
gene_9	synonymous	0.1	0.709764871816356	0.479764163782689	0.603844458661162	0.000522219980846337	0.000738974581716898	27342.64731	88	66
gene_9	Cauchy	NA	0.660708626262763	0.44038826739515	0.488955273289511	NA	NA	NA	NA	NA
gene_90	synonymous	0.001	0.469782264319487	0.469782264319487	0.469782264319487	-0.00236424621090455	0.00327080391659224	3855.209842	0	51
gene_90	synonymous	0.05	0.416329444633183	0.243570756410511	0.84451959834753	0.000771191973802184	0.000661338341736903	14130.209842	90	51
gene_90	synonymous	0.1	0.550204413967488	0.338908796436221	0.904372912597085	0.000604880069213171	0.000632505672751777	25760.209842	107	51
gene_90	Cauchy	NA	0.478255104069745	0.336645181698635	0.828385236464177	NA	NA	NA	NA	NA
gene_91	synonymous	0.001	0.0725007468541343	0.0725007468541343	0.0725007468541343	0.00612140544039006	0.00340842925874668	3582.111638	0	45
gene_91	synonymous	0.05	0.877117572923387	0.668790549737923	0.727687543222899	0.00027863112132447	0.000651298707001065	17582.111638	86	45
gene_91	synonymous	0.1	0.898799561729198	0.70002467442	0.789375060733863	0.000245684419271142	0.000637665735036078	25491.111638	97	45
gene_91	Cauchy	NA	0.619723975346633	0.249930666360182	0.301263811046795	NA	NA	NA	NA	NA
gene_92	synonymous	0.001	0.93594747613662	0.93594747613662	0.93594747613662	-0.000251675260184741	0.00313167773991212	4269.00541	0	56
gene_92	synonymous	0.05	1	0.948753633304826	0.999369043348921	-4.57967855466167e-05	0.00071254624563147	14413.00541	81	56
gene_92	synonymous	0.1	1	0.774269973486097	0.999300242454834	0.000185055514919609	0.000645255633816697	23176.00541	92	56
gene_92	Cauchy	NA	1	0.92340256293566	0.999009694309693	NA	NA	NA	NA	NA
gene_93	synonymous	0.001	0.564964898601516	0.564964898601516	0.564964898601516	-0.0017693817102467	0.00307460460702158	4443.980175	0	59
gene_93	synonymous	0.05	0.00685404547742507	0.0030479771581654	0.253031819365829	-0.00199089320878555	0.000671950393057567	15069.980175	78	59
gene_93	synonymous	0.1	0.0430456226891568	0.0212852528862489	0.248543794064965	-0.00155524654368988	0.000675346709126445	23368.980175	90	59
gene_93	Cauchy	NA	0.0178050419996416	0.00801247573851949	0.329281581774169	NA	NA	NA	NA	NA
gene_94	synonymous	0.001	0.671546673979945	0.671546673979945	0.671546673979945	0.0012793329774318	0.00301710801202115	4614.811054	0	53
gene_94	synonymous	0.05	0.617216091934123	0.397733497504184	0.741062129774392	0.000590873470775309	0.000698699559276894	15771.811054	93	53
gene_94	synonymous	0.1	0.631375977623003	0.408391497252787	0.72540870170425	0.000526273935973177	0.000636574806469447	28037.811054	108	53
gene_94	Cauchy	NA	0.640868364543711	0.496726912968307	0.714753486205034	NA	NA	NA	NA	NA
gene_95	synonymous	0.001	0.548023959515266	0.548023959515266	0.548023959515266	-0.0019994427979097	0.0033283894758759	3726.240817	0	46
gene_95	synonymous	0.05	0.295159416996521	0.90076829039958	0.16488725220014	8.56726519511042e-05	0.000687080425803353	14001.240817	84	46
gene_95	synonymous	0.1	0.347933672098834	0.905165327819837	0.200874478976694	-8.38766671283846e-05	0.000704024300865788	27949.240817	104	46
gene_95	Cauchy	NA	0.386661913896782	0.862578830733135	0.251542550643981	NA	NA	NA	NA	NA
gene_96	synonymous	0.001	0.593352654599181	0.593352654599181	0.593352654599181	0.00206347294881633	0.00386429786656181	2767.496731	0	43
gene_96	synonymous	0.05	0.368066185423917	0.266875544266536	0.214965033274595	0.000844701530696247	0.000760795931877532	13571.496731	88	43
gene_96	synonymous	0.1	0.365411975414768	0.499893061383207	0.212265995253511	0.000498310480176859	0.000738611956096142	27131.496731	107	43
gene_96	Cauchy	NA	0.438397688784879	0.437415152512661	0.297425838167419	NA	NA	NA	NA	NA
gene_97	synonymous	0.001	0.892677655661728	0.892677655661728	0.892677655661728	-0.000432911597069806	0.00320873007355483	4001.593605	0	53
gene_97	synonymous	0.05	0.60379365558582	0.387093151946406	0.995446822138728	0.000664144339753933	0.000767884847269586	12880.593605	80	53
gene_97	synonymous	0.1	0.571204850263579	0.360113687126271	0.996262955005844	0.000657664174448171	0.000718642044317495	18195.593605	89	53
gene_97	Cauchy	NA	0.770717165361891	0.688059664186498	0.993954200291413	NA	NA	NA	NA	NA
gene_98	synonymous	0.001	0.833740940907082	0.833740940907082	0.833740940907082	0.000687027654563446	0.00327302336396962	3746.152985	0	43
gene_98	synonymous	0.05	0.676598876272031	0.445887318643717	0.564494018384419	0.000531191532917157	0.00069683712763514	13119.152985	85	43
gene_98	synonymous	0.1	0.712119191032754	0.686305595861473	0.477884414398227	0.00027653555407639	0.000684707998826304	24871.152985	101	43
gene_98	Cauchy	NA	0.757424341404562	0.703353538496042	0.677657102081209	NA	NA	NA	NA	NA
gene_99	synonymous	0.001	0.88269329979168	0.88269329979168	0.88269329979168	-0.000512336032959464	0.00347214990966428	3456.132989	0	46
gene_99	synonymous	0.05	0.540857044773374	0.681095834832355	0.335055593878764	0.000280378598351459	0.000682239116860688	14335.132989	84	46
gene_99	synonymous	0.1	0.469414964245215	0.377103296866366	0.280667717314068	0.000555263675937694	0.000628662442325442	26827.132989	101	46
gene_99	Cauchy	NA	0.728642197596772	0.740298143915515	0.620717276970234	NA	NA	NA	NA	NA
